Event ID,Paragraph ID,Article ID,Head labels,Relation label,Tail labels,Head text,Relation text,Tail text,Sentence text,Group_relation_label
424,83,7,condition,CAUSES,condition,MUTYH polyposis syndrome,predispose to,Colorectal cancer (CRC),MUTYH polyposis syndrome predispose to Colorectal cancer (CRC),CAUSES
425,83,7,condition,OR,condition,sporadic cases,About 80% of cases are,inheritable component,sporadic cases About 80% of cases are inheritable component,OR
426,84,7,"risk factor, dietary habit",IMPLIES,"condition, CRC","low-fiber diets high in animal protein, fat, and refined carbohydrates",are associated with a high incidence of,CRC,"low-fiber diets high in animal protein, fat, and refined carbohydrates are associated with a high incidence of CRC",IMPLIES
427,84,7,"risk factor, dietary component",CAUSES,"condition, carcinogens",bacterial action on dietary substances or biliary or intestinal secretions,may produce,carcinogens,bacterial action on dietary substances or biliary or intestinal secretions may produce carcinogens,CAUSES
428,85,7,condition,CAUSES,symptom,Colorectal adenocarcinomas,cause,symptoms,Colorectal adenocarcinomas cause symptoms,CAUSES
429,85,7,condition,THRESHOLD,symptom,Colorectal adenocarcinomas,are large enough to cause,symptoms,Colorectal adenocarcinomas are large enough to cause symptoms,THRESHOLD
430,85,7,symptom,DEPEND ON,condition,Symptoms,depend on,"lesion location, type, extent, and complications","Symptoms depend on lesion location, type, extent, and complications",AND
431,86,7,"condition, anatomy",CAUSES,symptom,large caliber and thin wall of the right colon,causes,obstruction is a late event,large caliber and thin wall of the right colon causes obstruction is a late event,CAUSES
432,86,7,condition,CAUSES,symptom,bleeding,is usually,occult,bleeding is usually occult,CAUSES
433,86,7,symptom,CAUSES,symptom,severe anemia,causes,fatigue and weakness,severe anemia causes fatigue and weakness,CAUSES
434,86,7,condition,AND,diagnostic procedure,tumors are often asymptomatic,and are detected only when,colonoscopy or cross-sectional imaging is done for another reason,tumors are often asymptomatic and are detected only when colonoscopy or cross-sectional imaging is done for another reason,AND
435,87,7,"condition, anatomy",CAUSES,"condition, symptom",cancer in the left colon,tends to cause,obstruction,cancer in the left colon tends to cause obstruction,CAUSES
436,87,7,"condition, symptom",OR,"condition, symptom",partial obstruction with colicky abdominal pain,or,complete obstruction,partial obstruction with colicky abdominal pain or complete obstruction,OR
437,87,7,"condition, symptom",IMPLIES,"condition, symptom",obstruction,may be the initial manifestation,cancer in the left colon,obstruction may be the initial manifestation cancer in the left colon,IMPLIES
438,87,7,"condition, symptom",CAUSES,"condition, symptom",cancer in the left colon,may cause,stool streaked or mixed with blood,cancer in the left colon may cause stool streaked or mixed with blood,CAUSES
439,88,7,condition,CAUSES,symptom,rectal cancer,causes,bleeding with defecation,rectal cancer causes bleeding with defecation,CAUSES
440,88,7,symptom,IMPLIES,condition,rectal bleeding,implies,coexisting cancer must be ruled out,rectal bleeding implies coexisting cancer must be ruled out,IMPLIES
441,88,7,condition,CAUSES,symptom,rectal cancer,causes,tenesmus or a sensation of incomplete evacuation,rectal cancer causes tenesmus or a sensation of incomplete evacuation,CAUSES
442,88,7,condition,CAUSES,symptom,rectal cancer with perirectal involvement,causes,pain,rectal cancer with perirectal involvement causes pain,CAUSES
443,89,7,"symptom, risk factor",IMPLIES,condition,symptoms that suggest colon cancer or a positive screening test,suggests,colon cancer,symptoms that suggest colon cancer or a positive screening test suggests colon cancer,IMPLIES
444,89,7,condition,CAUSES,treatment,colon cancer,requires,diagnostic test,colon cancer requires diagnostic test,CAUSES
445,89,7,risk factor,OR,risk factor,symptoms that suggest colon cancer,or,positive screening test,symptoms that suggest colon cancer or positive screening test,OR
446,89,7,guideline,IMPLIES,action,Current guidelines,recommend,screening for all people,Current guidelines recommend screening for all people,IMPLIES
447,89,7,action,NEGATES,risk factor,screening for all people,regardless of,risk factors,screening for all people regardless of risk factors,NEGATES
448,90,7,"condition, test",IMPLIES,"treatment, procedure",positive fecal occult blood tests,require,colonoscopy,positive fecal occult blood tests require colonoscopy,IMPLIES
449,90,7,"condition, test",IMPLIES,"treatment, procedure",positive fecal DNA tests,require,colonoscopy,positive fecal DNA tests require colonoscopy,IMPLIES
450,90,7,"condition, symptom",IMPLIES,"treatment, procedure",lesions seen during sigmoidoscopy,require,colonoscopy,lesions seen during sigmoidoscopy require colonoscopy,IMPLIES
451,90,7,"condition, symptom",IMPLIES,"treatment, procedure",lesions seen during an imaging study,require,colonoscopy,lesions seen during an imaging study require colonoscopy,IMPLIES
452,90,7,"condition, symptom",IMPLIES,"treatment, procedure",lesions,should be completely removed for,histologic examination,lesions should be completely removed for histologic examination,IMPLIES
453,91,7,condition,IMPLIES,"treatment, procedure",cancer is diagnosed,patients should undergo,"complete imaging staging with CT of the chest, abdomen, and pelvis and routine laboratory tests","cancer is diagnosed patients should undergo complete imaging staging with CT of the chest, abdomen, and pelvis and routine laboratory tests",IMPLIES
454,92,7,treatment,IMPLIES,condition,Surgical resection,is the mainstay for curative-intent treatment of,CRC,Surgical resection is the mainstay for curative-intent treatment of CRC,IMPLIES
455,93,7,condition,IMPLIES,treatment,stage III colon cancer,indicates,postoperative chemotherapy,stage III colon cancer indicates postoperative chemotherapy,IMPLIES
456,93,7,condition,IMPLIES,treatment,high-risk stage II colon cancer,indicates,postoperative chemotherapy,high-risk stage II colon cancer indicates postoperative chemotherapy,IMPLIES
457,93,7,condition,AND,risk factor,stage II colon cancer,with,high-risk features,stage II colon cancer with high-risk features,AND
458,93,7,risk factor,CAUSES,condition,lymphovascular invasion,associated with,high-risk stage II colon cancer,lymphovascular invasion associated with high-risk stage II colon cancer,CAUSES
459,94,7,"treatment, procedure",IMPLIES,"procedure, surveillance",curative surgical resection of colorectal cancer,implies,surveillance colonoscopy 1 year after surgery,curative surgical resection of colorectal cancer implies surveillance colonoscopy 1 year after surgery,IMPLIES
460,94,7,"procedure, surveillance",OR,"procedure, surveillance",surveillance colonoscopy 1 year after surgery,or,surveillance colonoscopy after the clearing preoperative colonoscopy,surveillance colonoscopy 1 year after surgery or surveillance colonoscopy after the clearing preoperative colonoscopy,OR
461,94,7,"procedure, surveillance",IMPLIES,"procedure, surveillance",1-year surveillance colonoscopy,implies,second surveillance colonoscopy 3 years later if no polyps or tumors are found,1-year surveillance colonoscopy implies second surveillance colonoscopy 3 years later if no polyps or tumors are found,IMPLIES
462,94,7,"condition, finding",NEGATES,"condition, finding",no polyps or tumors,negates,need for earlier surveillance colonoscopy,no polyps or tumors negates need for earlier surveillance colonoscopy,NEGATES
463,95,7,"condition, treatment",NEGATES,treatment,curative surgery is not possible or the patient is an unacceptable surgical risk,negates,curative surgery,curative surgery is not possible or the patient is an unacceptable surgical risk negates curative surgery,NEGATES
464,95,7,"condition, treatment",IMPLIES,treatment,curative surgery is not possible or the patient is an unacceptable surgical risk,implies,limited palliative surgery may be indicated,curative surgery is not possible or the patient is an unacceptable surgical risk implies limited palliative surgery may be indicated,IMPLIES
465,95,7,condition,THRESHOLD,outcome,limited palliative surgery,median survival,7 months,limited palliative surgery median survival 7 months,THRESHOLD
466,95,7,condition,CAUSES,treatment,obstructing tumors,can be debulked by,electrocoagulation,obstructing tumors can be debulked by electrocoagulation,CAUSES
467,95,7,condition,CAUSES,treatment,obstructing tumors,held open by,stents,obstructing tumors held open by stents,CAUSES
468,96,7,"condition, risk factor",IMPLIES,prognosis,stage,depends greatly on,prognosis,stage depends greatly on prognosis,IMPLIES
469,96,7,condition,THRESHOLD,prognosis,cancer limited to the mucosa,5-year survival rate approaches,90%,cancer limited to the mucosa 5-year survival rate approaches 90%,THRESHOLD
470,96,7,condition,THRESHOLD,prognosis,extension through the bowel wall,5-year survival rate,70 to 80%,extension through the bowel wall 5-year survival rate 70 to 80%,THRESHOLD
471,96,7,condition,THRESHOLD,prognosis,positive lymph nodes,5-year survival rate,30 to 50%,positive lymph nodes 5-year survival rate 30 to 50%,THRESHOLD
472,96,7,condition,THRESHOLD,prognosis,metastatic disease,5-year survival rate,< 20%,metastatic disease 5-year survival rate < 20%,THRESHOLD
473,97,7,risk factor,CAUSES,condition,physical inactivity,is a risk factor for,developing CRC,physical inactivity is a risk factor for developing CRC,CAUSES
474,97,7,risk factor,CAUSES,condition,obesity,is a risk factor for,developing CRC,obesity is a risk factor for developing CRC,CAUSES
475,97,7,risk factor,CAUSES,condition,tobacco exposure,is a risk factor for,developing CRC,tobacco exposure is a risk factor for developing CRC,CAUSES
476,97,7,risk factor,CAUSES,condition,excess ingestion of red and processed meat,is a risk factor for,developing CRC,excess ingestion of red and processed meat is a risk factor for developing CRC,CAUSES
477,97,7,risk factor,CAUSES,condition,low-fiber diet,is a risk factor for,developing CRC,low-fiber diet is a risk factor for developing CRC,CAUSES
478,97,7,risk factor,CAUSES,condition,excess alcohol consumption,is a risk factor for,developing CRC,excess alcohol consumption is a risk factor for developing CRC,CAUSES
479,98,7,treatment,IMPLIES,"condition, risk factor",use of low-dose aspirin,as primary prevention of,cardiovascular disease and CRC,use of low-dose aspirin as primary prevention of cardiovascular disease and CRC,IMPLIES
480,99,8,condition,CAUSES,symptom,Ischemic colitis,causes,left lower quadrant pain,Ischemic colitis causes left lower quadrant pain,CAUSES
481,99,8,condition,CAUSES,symptom,Ischemic colitis,causes,rectal bleeding,Ischemic colitis causes rectal bleeding,CAUSES
482,99,8,condition,IMPLIES,diagnostic procedure,Ischemic colitis,implies,diagnosis by CT or colonoscopy,Ischemic colitis implies diagnosis by CT or colonoscopy,IMPLIES
483,99,8,condition,IMPLIES,treatment,Ischemic colitis,implies,"supportive treatment with IV fluids, bowel rest, and antibiotics","Ischemic colitis implies supportive treatment with IV fluids, bowel rest, and antibiotics",IMPLIES
484,100,8,"condition, symptom",CAUSES,"condition, treatment",full-thickness necrosis,necessitating,surgery,full-thickness necrosis necessitating surgery,CAUSES
485,100,8,condition,CAUSES,condition,small-vessel atherosclerosis,causes,ischemic colitis,small-vessel atherosclerosis causes ischemic colitis,CAUSES
486,100,8,condition,RISK FACTOR,condition,older age (> 60),occurs mainly in,ischemic colitis,older age (> 60) occurs mainly in ischemic colitis,CAUSES
487,100,8,"condition, treatment",COMPLICATION,condition,abdominal aortic aneurysm repair,can be a complication of,ischemic colitis,abdominal aortic aneurysm repair can be a complication of ischemic colitis,CAUSES
488,101,8,"condition, symptom",CAUSES,symptom,ischemic colitis,causes,left lower quadrant pain followed by rectal bleeding,ischemic colitis causes left lower quadrant pain followed by rectal bleeding,CAUSES
489,101,8,condition,IMPLIES,condition,ischemic colitis,implies,milder and slower onset symptoms than acute mesenteric ischemia,ischemic colitis implies milder and slower onset symptoms than acute mesenteric ischemia,IMPLIES
490,101,8,condition,AND,condition,ischemic colitis,and,acute mesenteric ischemia,ischemic colitis and acute mesenteric ischemia,AND
491,101,8,condition,NEGATES,condition,ischemic colitis,negates,acute mesenteric ischemia,ischemic colitis negates acute mesenteric ischemia,NEGATES
492,101,8,condition,DIFFERENT,condition,ischemic colitis,different from,acute mesenteric ischemia,ischemic colitis different from acute mesenteric ischemia,DIFFERENT
493,102,8,condition,DIAGNOSED_BY,diagnostic procedure,ischemic colitis,is diagnosed by,CT or colonoscopy,ischemic colitis is diagnosed by CT or colonoscopy,RECOMMENDATION
494,103,8,"condition, symptom",CAUSES,condition,thick-walled descending colon,consistent with,ischemic colitis,thick-walled descending colon consistent with ischemic colitis,CAUSES
